pcode,province,pvalue,catid,groupid,year,,,,,,,,
17,Attapue,15,14,3,2017,,,,,,,,
2,Phongsaly,3065,15,3,2017,,,,,,,,
3,Louangnamtha,46320,15,3,2017,,,,,,,,
4,Oudomxai,0,15,3,2017,,,,,,,,
5,Bokeo,0,15,3,2017,,,,,,,,
6,Louangprabang,52940,15,3,2017,,,,,,,,
7,Houaphan,21115,15,3,2017,,,,,,,,
8,Xayaboury,539930,15,3,2017,,,,,,,,
1,Vientiane Capital,29145,15,3,2017,,,,,,,,
9,Xiengkhouang,12475,15,3,2017,,,,,,,,
10,Vienitiane,118270,15,3,2017,,,,,,,,
11,Borlikhamxay,194275,15,3,2017,,,,,,,,
12,Khammouane,42810,15,3,2017,,,,,,,,
13,Savannakhet,67575,15,3,2017,,,,,,,,
18,Xaisomboun,8600,15,3,2017,,,,,,,,
14,Saravan,448555,15,3,2017,,,,,,,,
15,Xekong,56600,15,3,2017,,,,,,,,
16,Champassak,613700,15,3,2017,,,,,,,,
17,Attapue,21675,15,3,2017,,,,,,,,
2,Phongsaly,2630,16,3,2017,,,,,,,,
3,Louangnamtha,2495,16,3,2017,,,,,,,,
4,Oudomxai,5095,16,3,2017,,,,,,,,
5,Bokeo,0,16,3,2017,,,,,,,,
6,Louangprabang,1000,16,3,2017,,,,,,,,
7,Houaphan,955,16,3,2017,,,,,,,,
8,Xayaboury,1190,16,3,2017,,,,,,,,
1,Vientiane Capital,340,16,3,2017,,,,,,,,
9,Xiengkhouang,720,16,3,2017,,,,,,,,
10,Vienitiane,3540,16,3,2017,,,,,,,,
11,Borlikhamxay,4105,16,3,2017,,,,,,,,
12,Khammouane,3210,16,3,2017,,,,,,,,
13,Savannakhet,13935,16,3,2017,,,,,,,,
18,Xaisomboun,130,16,3,2017,,,,,,,,
14,Saravan,19340,16,3,2017,,,,,,,,
15,Xekong,675,16,3,2017,,,,,,,,
16,Champassak,50770,16,3,2017,,,,,,,,
17,Attapue,0,16,3,2017,,,,,,,,
2,Phongsaly,295,17,3,2017,,,,,,,,
3,Louangnamtha,0,17,3,2017,,,,,,,,
4,Oudomxai,0,17,3,2017,,,,,,,,
5,Bokeo,0,17,3,2017,,,,,,,,
6,Louangprabang,0,17,3,2017,,,,,,,,
7,Houaphan,0,17,3,2017,,,,,,,,
8,Xayaboury,0,17,3,2017,,,,,,,,
1,Vientiane Capital,0,17,3,2017,,,,,,,,
9,Xiengkhouang,0,17,3,2017,,,,,,,,
10,Vienitiane,0,17,3,2017,,,,,,,,
11,Borlikhamxay,0,17,3,2017,,,,,,,,
12,Khammouane,0,17,3,2017,,,,,,,,
13,Savannakhet,0,17,3,2017,,,,,,,,
18,Xaisomboun,0,17,3,2017,,,,,,,,
14,Saravan,0,17,3,2017,,,,,,,,
15,Xekong,0,17,3,2017,,,,,,,,
16,Champassak,1290,17,3,2017,,,,,,,,
17,Attapue,0,17,3,2017,,,,,,,,
2,Phongsaly,0,18,3,2017,,,,,,,,
3,Louangnamtha,475,18,3,2017,,,,,,,,
4,Oudomxai,4330,18,3,2017,,,,,,,,
5,Bokeo,0,18,3,2017,,,,,,,,
6,Louangprabang,320,18,3,2017,,,,,,,,
7,Houaphan,0,18,3,2017,,,,,,,,
8,Xayaboury,290,18,3,2017,,,,,,,,
1,Vientiane Capital,2205,18,3,2017,,,,,,,,
9,Xiengkhouang,0,18,3,2017,,,,,,,,
10,Vienitiane,2780,18,3,2017,,,,,,,,
11,Borlikhamxay,3085,18,3,2017,,,,,,,,
12,Khammouane,1450,18,3,2017,,,,,,,,
13,Savannakhet,2405,18,3,2017,,,,,,,,
18,Xaisomboun,50,18,3,2017,,,,,,,,
14,Saravan,0,18,3,2017,,,,,,,,
15,Xekong,0,18,3,2017,,,,,,,,
16,Champassak,0,18,3,2017,,,,,,,,
17,Attapue,0,18,3,2017,,,,,,,,
2,Phongsaly,3645,19,3,2017,,,,,,,,
3,Louangnamtha,4540,19,3,2017,,,,,,,,
4,Oudomxai,20230,19,3,2017,,,,,,,,
5,Bokeo,1800,19,3,2017,,,,,,,,
6,Louangprabang,14240,19,3,2017,,,,,,,,
7,Houaphan,2705,19,3,2017,,,,,,,,
8,Xayaboury,7350,19,3,2017,,,,,,,,
1,Vientiane Capital,3865,19,3,2017,,,,,,,,
9,Xiengkhouang,5440,19,3,2017,,,,,,,,
10,Vienitiane,6765,19,3,2017,,,,,,,,
11,Borlikhamxay,3580,19,3,2017,,,,,,,,
12,Khammouane,860,19,3,2017,,,,,,,,
13,Savannakhet,31255,19,3,2017,,,,,,,,
18,Xaisomboun,65,19,3,2017,,,,,,,,
14,Saravan,0,19,3,2017,,,,,,,,
15,Xekong,6235,19,3,2017,,,,,,,,
16,Champassak,22025,19,3,2017,,,,,,,,
17,Attapue,540,19,3,2017,,,,,,,,
2,Phongsaly,34365,20,3,2017,,,,,,,,
3,Louangnamtha,24245,20,3,2017,,,,,,,,
4,Oudomxai,88150,20,3,2017,,,,,,,,
5,Bokeo,7115,20,3,2017,,,,,,,,
6,Louangprabang,84275,20,3,2017,,,,,,,,
7,Houaphan,30510,20,3,2017,,,,,,,,
8,Xayaboury,112860,20,3,2017,,,,,,,,
1,Vientiane Capital,90650,20,3,2017,,,,,,,,
9,Xiengkhouang,38085,20,3,2017,,,,,,,,
10,Vienitiane,112395,20,3,2017,,,,,,,,
11,Borlikhamxay,47115,20,3,2017,,,,,,,,
12,Khammouane,54905,20,3,2017,,,,,,,,
13,Savannakhet,110430,20,3,2017,,,,,,,,
18,Xaisomboun,3495,20,3,2017,,,,,,,,
14,Saravan,117800,20,3,2017,,,,,,,,
15,Xekong,91570,20,3,2017,,,,,,,,
16,Champassak,386565,20,3,2017,,,,,,,,
17,Attapue,2015,20,3,2017,,,,,,,,
2,Phongsaly,1030,21,3,2017,,,,,,,,
3,Louangnamtha,2380,21,3,2017,,,,,,,,
4,Oudomxai,4940,21,3,2017,,,,,,,,
5,Bokeo,5810,21,3,2017,,,,,,,,
6,Louangprabang,26320,21,3,2017,,,,,,,,
7,Houaphan,9265,21,3,2017,,,,,,,,
8,Xayaboury,0,21,3,2017,,,,,,,,
1,Vientiane Capital,3005,21,3,2017,,,,,,,,
9,Xiengkhouang,7100,21,3,2017,,,,,,,,
10,Vienitiane,0,21,3,2017,,,,,,,,
11,Borlikhamxay,600,21,3,2017,,,,,,,,
12,Khammouane,2150,21,3,2017,,,,,,,,
13,Savannakhet,1510,21,3,2017,,,,,,,,
18,Xaisomboun,920,21,3,2017,,,,,,,,
14,Saravan,286290,21,3,2017,,,,,,,,
15,Xekong,1890,21,3,2017,,,,,,,,
16,Champassak,0,21,3,2017,,,,,,,,
17,Attapue,26655,21,3,2017,,,,,,,,
2,Phongsaly,36545,22,3,2017,,,,,,,,
3,Louangnamtha,122130,22,3,2017,,,,,,,,
4,Oudomxai,291725,22,3,2017,,,,,,,,
5,Bokeo,193525,22,3,2017,,,,,,,,
6,Louangprabang,87410,22,3,2017,,,,,,,,
7,Houaphan,8355,22,3,2017,,,,,,,,
8,Xayaboury,450,22,3,2017,,,,,,,,
1,Vientiane Capital,14770,22,3,2017,,,,,,,,
9,Xiengkhouang,12805,22,3,2017,,,,,,,,
10,Vienitiane,26005,22,3,2017,,,,,,,,
11,Borlikhamxay,29105,22,3,2017,,,,,,,,
12,Khammouane,12765,22,3,2017,,,,,,,,
13,Savannakhet,33590,22,3,2017,,,,,,,,
18,Xaisomboun,2155,22,3,2017,,,,,,,,
14,Saravan,22660,22,3,2017,,,,,,,,
15,Xekong,33545,22,3,2017,,,,,,,,
16,Champassak,0,22,3,2017,,,,,,,,
17,Attapue,19280,22,3,2017,,,,,,,,
2,Phongsaly,880,23,3,2017,,,,,,,,
3,Louangnamtha,515,23,3,2017,,,,,,,,
4,Oudomxai,0,23,3,2017,,,,,,,,
5,Bokeo,0,23,3,2017,,,,,,,,
6,Louangprabang,10225,23,3,2017,,,,,,,,
7,Houaphan,1285,23,3,2017,,,,,,,,
8,Xayaboury,1700,23,3,2017,,,,,,,,
1,Vientiane Capital,110,23,3,2017,,,,,,,,
9,Xiengkhouang,720,23,3,2017,,,,,,,,
10,Vienitiane,1395,23,3,2017,,,,,,,,
11,Borlikhamxay,4775,23,3,2017,,,,,,,,
12,Khammouane,305,23,3,2017,,,,,,,,
13,Savannakhet,7420,23,3,2017,,,,,,,,
18,Xaisomboun,410,23,3,2017,,,,,,,,
14,Saravan,60,23,3,2017,,,,,,,,
15,Xekong,2280,23,3,2017,,,,,,,,
16,Champassak,0,23,3,2017,,,,,,,,
17,Attapue,390,23,3,2017,,,,,,,,
2,Phongsaly,0,24,3,2017,,,,,,,,
3,Louangnamtha,345,24,3,2017,,,,,,,,
4,Oudomxai,1195,24,3,2017,,,,,,,,
5,Bokeo,0,24,3,2017,,,,,,,,
6,Louangprabang,7690,24,3,2017,,,,,,,,
7,Houaphan,220,24,3,2017,,,,,,,,
8,Xayaboury,0,24,3,2017,,,,,,,,
1,Vientiane Capital,1995,24,3,2017,,,,,,,,
9,Xiengkhouang,320,24,3,2017,,,,,,,,
10,Vienitiane,4830,24,3,2017,,,,,,,,
11,Borlikhamxay,2880,24,3,2017,,,,,,,,
12,Khammouane,1805,24,3,2017,,,,,,,,
13,Savannakhet,3740,24,3,2017,,,,,,,,
18,Xaisomboun,0,24,3,2017,,,,,,,,
14,Saravan,0,24,3,2017,,,,,,,,
15,Xekong,275,24,3,2017,,,,,,,,
16,Champassak,0,24,3,2017,,,,,,,,
17,Attapue,0,24,3,2017,,,,,,,,
2,Phongsaly,375,25,3,2017,,,,,,,,
3,Louangnamtha,17250,25,3,2017,,,,,,,,
4,Oudomxai,9335,25,3,2017,,,,,,,,
5,Bokeo,10015,25,3,2017,,,,,,,,
6,Louangprabang,7510,25,3,2017,,,,,,,,
7,Houaphan,1510,25,3,2017,,,,,,,,
8,Xayaboury,17745,25,3,2017,,,,,,,,
1,Vientiane Capital,6370,25,3,2017,,,,,,,,
9,Xiengkhouang,3825,25,3,2017,,,,,,,,
10,Vienitiane,7560,25,3,2017,,,,,,,,
11,Borlikhamxay,3310,25,3,2017,,,,,,,,
12,Khammouane,5675,25,3,2017,,,,,,,,
13,Savannakhet,25320,25,3,2017,,,,,,,,
18,Xaisomboun,465,25,3,2017,,,,,,,,
14,Saravan,3825,25,3,2017,,,,,,,,
15,Xekong,705,25,3,2017,,,,,,,,
16,Champassak,7755,25,3,2017,,,,,,,,
17,Attapue,300,25,3,2017,,,,,,,,
2,Phongsaly,0,26,3,2017,,,,,,,,
3,Louangnamtha,0,26,3,2017,,,,,,,,
4,Oudomxai,0,26,3,2017,,,,,,,,
5,Bokeo,0,26,3,2017,,,,,,,,
6,Louangprabang,5205,26,3,2017,,,,,,,,
7,Houaphan,430,26,3,2017,,,,,,,,
8,Xayaboury,0,26,3,2017,,,,,,,,
1,Vientiane Capital,4990,26,3,2017,,,,,,,,
9,Xiengkhouang,1050,26,3,2017,,,,,,,,
10,Vienitiane,0,26,3,2017,,,,,,,,
11,Borlikhamxay,0,26,3,2017,,,,,,,,
12,Khammouane,730,26,3,2017,,,,,,,,
13,Savannakhet,0,26,3,2017,,,,,,,,
18,Xaisomboun,140,26,3,2017,,,,,,,,
14,Saravan,5500,26,3,2017,,,,,,,,
15,Xekong,495,26,3,2017,,,,,,,,
16,Champassak,0,26,3,2017,,,,,,,,
17,Attapue,0,26,3,2017,,,,,,,,
2,Phongsaly,180,27,3,2017,,,,,,,,
3,Louangnamtha,105,27,3,2017,,,,,,,,
4,Oudomxai,675,27,3,2017,,,,,,,,
5,Bokeo,0,27,3,2017,,,,,,,,
6,Louangprabang,4010,27,3,2017,,,,,,,,
7,Houaphan,0,27,3,2017,,,,,,,,
8,Xayaboury,0,27,3,2017,,,,,,,,
1,Vientiane Capital,895,27,3,2017,,,,,,,,
9,Xiengkhouang,0,27,3,2017,,,,,,,,
10,Vienitiane,0,27,3,2017,,,,,,,,
11,Borlikhamxay,0,27,3,2017,,,,,,,,
12,Khammouane,0,27,3,2017,,,,,,,,
13,Savannakhet,0,27,3,2017,,,,,,,,
18,Xaisomboun,30,27,3,2017,,,,,,,,
14,Saravan,0,27,3,2017,,,,,,,,
15,Xekong,0,27,3,2017,,,,,,,,
16,Champassak,0,27,3,2017,,,,,,,,
17,Attapue,0,27,3,2017,,,,,,,,
2,Phongsaly,7812,28,1,2017,,,,,,,,
3,Louangnamtha,9590,28,1,2017,,,,,,,,
4,Oudomxai,15290,28,1,2017,,,,,,,,
5,Bokeo,14632,28,1,2017,,,,,,,,
6,Louangprabang,13496,28,1,2017,,,,,,,,
7,Houaphan,12580,28,1,2017,,,,,,,,
8,Xayaboury,34321,28,1,2017,,,,,,,,
1,Vientiane Capital,52395,28,1,2017,,,,,,,,
9,Xiengkhouang,19675,28,1,2017,,,,,,,,
10,Vientiane,54081,28,1,2017,,,,,,,,
11,Borlikhamxay,36315,28,1,2017,,,,,,,,
12,Khammouane,81502,28,1,2017,,,,,,,,
13,Savannakhet,204500,28,1,2017,,,,,,,,
18,Xaisomboun,6910,28,1,2017,,,,,,,,
14,Saravan,81762,28,1,2017,,,,,,,,
15,Xekong,9885,28,1,2017,,,,,,,,
16,Champasack,110519,28,1,2017,,,,,,,,
17,Attapue,22540,28,1,2017,,,,,,,,
2,Phongsaly,5,29,1,2017,,,,,,,,
3,Louangnamtha,282,29,1,2017,,,,,,,,
4,Oudomxai,186,29,1,2017,,,,,,,,
5,Bokeo,2360,29,1,2017,,,,,,,,
6,Louangprabang,1369,29,1,2017,,,,,,,,
7,Houaphan,1670,29,1,2017,,,,,,,,
8,Xayaboury,2132,29,1,2017,,,,,,,,
1,Vientiane Capital,15145,29,1,2017,,,,,,,,
9,Xiengkhouang,0,29,1,2017,,,,,,,,
10,Vientiane,8063,29,1,2017,,,,,,,,
11,Borlikhamxay,1623,29,1,2017,,,,,,,,
12,Khammouane,7750,29,1,2017,,,,,,,,
13,Savannakhet,26995,29,1,2017,,,,,,,,
18,Xaisomboun,48,29,1,2017,,,,,,,,
14,Saravan,11800,29,1,2017,,,,,,,,
15,Xekong,830,29,1,2017,,,,,,,,
16,Champasack,9345,29,1,2017,,,,,,,,
17,Attapue,517,29,1,2017,,,,,,,,
2,Phongsaly,12502,30,1,2017,,,,,,,,
3,Louangnamtha,6434,30,1,2017,,,,,,,,
4,Oudomxai,15826,30,1,2017,,,,,,,,
5,Bokeo,7209,30,1,2017,,,,,,,,
6,Louangprabang,24635,30,1,2017,,,,,,,,
7,Houaphan,14469,30,1,2017,,,,,,,,
8,Xayaboury,11101,30,1,2017,,,,,,,,
1,Vientiane Capital,0,30,1,2017,,,,,,,,
9,Xiengkhouang,7620,30,1,2017,,,,,,,,
10,Vientiane,0,30,1,2017,,,,,,,,
11,Borlikhamxay,2263,30,1,2017,,,,,,,,
12,Khammouane,485,30,1,2017,,,,,,,,
13,Savannakhet,0,30,1,2017,,,,,,,,
18,Xaisomboun,3346,30,1,2017,,,,,,,,
14,Saravan,0,30,1,2017,,,,,,,,
15,Xekong,2094,30,1,2017,,,,,,,,
16,Champasack,0,30,1,2017,,,,,,,,
17,Attapue,1686,30,1,2017,,,,,,,,
2,Phongsaly,7704,28,2,2017,,,,,,,,
3,Louangnamtha,8880,28,2,2017,,,,,,,,
4,Oudomxai,15290,28,2,2017,,,,,,,,
5,Bokeo,14632,28,2,2017,,,,,,,,
6,Louangprabang,13393,28,2,2017,,,,,,,,
7,Houaphan,12580,28,2,2017,,,,,,,,
8,Xayaboury,34321,28,2,2017,,,,,,,,
1,Vientiane Capital,52265,28,2,2017,,,,,,,,
9,Xiengkhouang,19665,28,2,2017,,,,,,,,
10,Vientiane,53789,28,2,2017,,,,,,,,
11,Borlikhamxay,35857,28,2,2017,,,,,,,,
12,Khammouane,75319,28,2,2017,,,,,,,,
13,Savannakhet,190497,28,2,2017,,,,,,,,
18,Xaisomboun,6878,28,2,2017,,,,,,,,
14,Saravan,77822,28,2,2017,,,,,,,,
15,Xekong,9885,28,2,2017,,,,,,,,
16,Champasack,105984,28,2,2017,,,,,,,,
17,Attapue,22540,28,2,2017,,,,,,,,
2,Phongsaly,5,29,2,2017,,,,,,,,
3,Louangnamtha,282,29,2,2017,,,,,,,,
4,Oudomxai,186,29,2,2017,,,,,,,,
5,Bokeo,2360,29,2,2017,,,,,,,,
6,Louangprabang,1369,29,2,2017,,,,,,,,
7,Houaphan,1670,29,2,2017,,,,,,,,
8,Xayaboury,2132,29,2,2017,,,,,,,,
1,Vientiane Capital,15135,29,2,2017,,,,,,,,
9,Xiengkhouang,0,29,2,2017,,,,,,,,
10,Vientiane,8063,29,2,2017,,,,,,,,
11,Borlikhamxay,1623,29,2,2017,,,,,,,,
12,Khammouane,7750,29,2,2017,,,,,,,,
13,Savannakhet,26995,29,2,2017,,,,,,,,
18,Xaisomboun,48,29,2,2017,,,,,,,,
14,Saravan,11800,29,2,2017,,,,,,,,
15,Xekong,830,29,2,2017,,,,,,,,
16,Champasack,9345,29,2,2017,,,,,,,,
17,Attapue,442,29,2,2017,,,,,,,,
2,Phongsaly,11848,30,2,2017,,,,,,,,
3,Louangnamtha,6434,30,2,2017,,,,,,,,
4,Oudomxai,15826,30,2,2017,,,,,,,,
5,Bokeo,7209,30,2,2017,,,,,,,,
6,Louangprabang,24635,30,2,2017,,,,,,,,
7,Houaphan,14469,30,2,2017,,,,,,,,
8,Xayaboury,11101,30,2,2017,,,,,,,,
1,Vientiane Capital,0,30,2,2017,,,,,,,,
9,Xiengkhouang,7620,30,2,2017,,,,,,,,
10,Vientiane,0,30,2,2017,,,,,,,,
11,Borlikhamxay,2263,30,2,2017,,,,,,,,
12,Khammouane,485,30,2,2017,,,,,,,,
13,Savannakhet,0,30,2,2017,,,,,,,,
18,Xaisomboun,3130,30,2,2017,,,,,,,,
14,Saravan,0,30,2,2017,,,,,,,,
15,Xekong,2094,30,2,2017,,,,,,,,
16,Champasack,0,30,2,2017,,,,,,,,
17,Attapue,1686,30,2,2017,,,,,,,,
2,Phongsaly,37421,28,3,2017,,,,,,,,
3,Louangnamtha,38315,28,3,2017,,,,,,,,
4,Oudomxai,70950,28,3,2017,,,,,,,,
5,Bokeo,71550,28,3,2017,,,,,,,,
6,Louangprabang,65090,28,3,2017,,,,,,,,
7,Houaphan,61520,28,3,2017,,,,,,,,
8,Xayaboury,165800,28,3,2017,,,,,,,,
1,Vientiane Capital,236550,28,3,2017,,,,,,,,
9,Xiengkhouang,87415,28,3,2017,,,,,,,,
10,Vientiane,257000,28,3,2017,,,,,,,,
11,Borlikhamxay,148515,28,3,2017,,,,,,,,
12,Khammouane,334870,28,3,2017,,,,,,,,
13,Savannakhet,846375,28,3,2017,,,,,,,,
18,Xaisomboun,25205,28,3,2017,,,,,,,,
14,Saravan,311289,28,3,2017,,,,,,,,
15,Xekong,44715,28,3,2017,,,,,,,,
16,Champasack,475970,28,3,2017,,,,,,,,
17,Attapue,69280,28,3,2017,,,,,,,,
2,Phongsaly,22,29,3,2017,,,,,,,,
3,Louangnamtha,1290,29,3,2017,,,,,,,,
4,Oudomxai,870,29,3,2017,,,,,,,,
5,Bokeo,11470,29,3,2017,,,,,,,,
6,Louangprabang,6545,29,3,2017,,,,,,,,
7,Houaphan,7385,29,3,2017,,,,,,,,
8,Xayaboury,10365,29,3,2017,,,,,,,,
1,Vientiane Capital,77200,29,3,2017,,,,,,,,
9,Xiengkhouang,0,29,3,2017,,,,,,,,
10,Vientiane,40250,29,3,2017,,,,,,,,
11,Borlikhamxay,7950,29,3,2017,,,,,,,,
12,Khammouane,42650,29,3,2017,,,,,,,,
13,Savannakhet,148023,29,3,2017,,,,,,,,
18,Xaisomboun,190,29,3,2017,,,,,,,,
14,Saravan,62350,29,3,2017,,,,,,,,
15,Xekong,4200,29,3,2017,,,,,,,,
16,Champasack,51250,29,3,2017,,,,,,,,
17,Attapue,2245,29,3,2017,,,,,,,,
2,Phongsaly,22964,30,3,2017,,,,,,,,
3,Louangnamtha,12208,30,3,2017,,,,,,,,
4,Oudomxai,29236,30,3,2017,,,,,,,,
5,Bokeo,13773,30,3,2017,,,,,,,,
6,Louangprabang,40076,30,3,2017,,,,,,,,
7,Houaphan,42336,30,3,2017,,,,,,,,
8,Xayaboury,23080,30,3,2017,,,,,,,,
1,Vientiane Capital,0,30,3,2017,,,,,,,,
9,Xiengkhouang,15630,30,3,2017,,,,,,,,
10,Vientiane,0,30,3,2017,,,,,,,,
11,Borlikhamxay,4494,30,3,2017,,,,,,,,
12,Khammouane,970,30,3,2017,,,,,,,,
13,Savannakhet,0,30,3,2017,,,,,,,,
18,Xaisomboun,6285,30,3,2017,,,,,,,,
14,Saravan,0,30,3,2017,,,,,,,,
15,Xekong,3794,30,3,2017,,,,,,,,
16,Champasack,0,30,3,2017,,,,,,,,
17,Attapue,2850,30,3,2017,,,,,,,,
